job_title,company_name,post_date,number_of_employees,num_applicants,job_type,job_level,job_remote,language,salary,sector,source,search_term
(Senior) Data Engineer (m/w/d),YOUMMDAY GmbH,20-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Senior SAP Analytics Consultant (all genders),adesso SE,19-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Full-time,,On-site,de,,IT Services and IT Consulting,stepstone,data analyst
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Full-time,,On-site,de,,IT Services and IT Consulting,stepstone,data analyst
Senior Machine Learning Engineer (m/w/d),Senacor Technologies AG,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Architect AI/ML (m/w/d) | Jobs bei Pexon Consulting GmbH,Pexon Consulting GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Senior Cyber Defense Detection Engineer (m/w/d) | (KDSCDC),Atruvia AG,21-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Mitarbeiter im First Level Support (all genders) (IT-Kundenbetreuer/in),DATAGROUP BIT Oldenburg GmbH,18-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Business Analyst,Ambrosys GmbH Gesellschaft für Management komplexer Systeme,20-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
(Senior) Data Engineer (m/w/d) | Jobs bei Pexon Consulting GmbH,Pexon Consulting GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Business Analyst in IT-Projekten (w|m|d),BridgingIT GmbH,18-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Analyst IT-Consulting (all genders),adesso SE,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Consultant SAP Financial Services Data Platform (FSDP) (m/w/d),Sopra Steria,21-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Security Analyst 1st Level Security Operations Center (m/w/d),CANCOM SE,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Scientist & AI Engineer (w|m|d),BridgingIT GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Security Analyst Microsoft Defender for Endpoints (m/w/d),CANCOM SE,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Business Analyst /Banking (all genders),msg for banking ag,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Praktikum Data Analytics (m/w/d),Studyflix GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Supply Chain Analyst (d/w/m),4flow,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Security Analyst Palo Alto XDR (m/w/d),CANCOM SE,25-12-2024,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Driven Business Consultant - Automotive (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Business Intelligence Expert:in,PD - Berater der öffentlichen Hand GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Business Analyst - ServiceNow Consulting (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
"(Junior) Consultant IT-Forensic, eDiscovery und Forensic Data Analytics (w/m/d)",KPMG AG Wirtschaftsprüfungsgesellschaft,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Junior Consultant Data & Analytics (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Data Warehouse Architekt (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
(Senior) Manager Business Intelligence & Data Management (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant (w/m/d) BI & Analytics (all levels),Horváth,18-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Business Development Manager (m/w/d) Real World Analytics,IQVIA Commercial GmbH & Co. OHG,22-01-2025,,,Full-time,,On-site,de,,Business Consulting and Services,stepstone,data analyst
(Senior) Consultant Data & Analytics / People Advisory Services (w/m/d),EY Deutschland,16-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant Data Management (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Data Analytics Engineer (Mensch),Taikonauten GmbH & Co. KG,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant – Projektleitung (m/w/d) Real World Insights – Pharma- & Healthcare-Industrie,IQVIA Commercial GmbH & Co. OHG,22-01-2025,,,Full-time,,On-site,de,,Business Consulting and Services,stepstone,data analyst
(Senior) Manager - ServiceNow Consulting (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Analyst Finance Anti Crime (w/m/d) – Remote,FDM Group GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant SAP Financial Services Data Platform (FSDP) (m/w/d),Sopra Steria,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Analyst (w/m/d) Mergers & Acquisitions (M&A),Translink Corporate Finance GmbH & Co. KG,15-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Praktikum als Fellow Consultant (w/m/d) Steering Lab - Schwerpunkt Data Science,Horváth,18-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Supply Chain Analyst (d/w/m),4flow,01-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Data Engineer (m/w/d) Google Cloud Umfeld,INFOMOTION GmbH,25-12-2024,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Softwaretester (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
(Senior) Consultant Data Strategy & Governance (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Übersetzer (m/w/d),Sopra Steria,15-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Cybersecurity Engineer / Architect / Analyst (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant / Manager (Gen) AI & Data Strategy (m/w/d),Capgemini Invent,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Manager Data Strategy & Data Governance (m/w/d),Sopra Steria Next,08-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Sales Manager Data & AI (m/w/d),Sopra Steria,08-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Controller - Finanzcontrolling / Kostenrechnung / Risikomanagement (m/w/d),WG-DATA GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant Künstliche Intelligenz / Artificial Intelligence Energy (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
IT-Consultant (w/m/d) Public Sector,PD - Berater der öffentlichen Hand GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
IT-Architekt als (Junior) Consultant IT Strategie / Cloud-Lösungen (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Mathematiker/Mathematikerin / Physiker/Physikerin für die Unternehmensberatung (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Architect SAP Analytics (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
AI Solutions Architect Banking (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
AI Architect Public Sector (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Manager Strategie- und Prozessberater (m/w/d),Sopra Steria Next,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Cloud Architect (m/w/d),Sopra Steria,20-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant Cloud Microsoft Azure (m/w/d),Sopra Steria,20-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant Telecommunications (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant Cybersecurity (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
(Junior) Consultant IT Prozesse und Compliance (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Developer SAP Fiori / UI5 (m/w/d),Sopra Steria,20-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant Microsoft Modern Work and Business Apps (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant Digitalisierung der Steuerabteilung - Tax meets Tech - Steuerberater:in der Zukunft (m/w/d),KPMG AG Wirtschaftsprüfungsgesellschaft,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
IT Architecture Consultant (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Data Analyst (m/w/d) Pricing,DocMorris Holding GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Sales Analyst (m/w/d) Prognoseentwicklung und Entscheidungsunterstützung,erdbär GmbH,21-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data analyst
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data analyst
Senior Analyst (m/w/d) - Einkauf,Fossil,16-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Specialist Sales Planner / Master Data (m/w/d),Circle K in Deutschland,21-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Elektroniker / Mechatroniker / Elektriker in der Instandhaltung (m/w/d),Wilhelm Brandenburg - ein Unternehmen der REWE GROUP,16-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data analyst
Logistik-Analyst (m/w/d) für E-Commerce,KOS GmbH & Co. KG,16-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Junior Business Controller/ Business Analyst (m/w/d) / Sales and Logistics Analyst,CHEFS CULINAR Nord-Ost GmbH & Co. KG,15-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data analyst
Anwendungsberaterin ATOSS / HR-System (m/w/d),EDEKA Minden-Hannover Zentralverwaltungsgesellschaft mbH,15-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data analyst
Junior Purchasing & Analytics Manager (m/w/d),Shoepassion GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Financial Analyst*in (m/w/d),Fossil,18-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Shift Manager (m/w/d),Amazon Europe Core,15-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data analyst
Mitarbeiter Customer Service (m/w/d) (First-Level-Supporter/in),PB-ViGoods GmbH,15-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data analyst
Strategic Operations Analyst (m/w/d),AUGUST STORCK KG,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Data Manager - Credit Risk (m/f/d),Lloyds Bank – Bank of Scotland,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
CRM Spezialist (m/w/d) Datenanalyse & Datenqualität,WWF Deutschland,16-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
(Junior) Analyst Finanzkriminalität Bank (m/w/d),HR UNIVERSAL GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Business Solution Analyst IT (m/w/d) / Projektmanagement,A. Menarini Research & Business Service GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Manager Regulatory Reporting Change (m/f/d),Lloyds Bank – Bank of Scotland,22-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Commercial Banking Manager (m/f/d),Lloyds Bank – Bank of Scotland,19-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Business / Data Analyst*in (w/m/div),Sparda-Bank Berlin eG,08-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Business Analyst (m/f/d),Lloyds Bank – Bank of Scotland,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Business Analyst (m/f/d),Lloyds Bank – Bank of Scotland,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Controller (m/w/d) - Schwerpunkt Business Intelligence (BI),Cura Unternehmensgruppe,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Business / Data Analyst (m/w/d),GEMA - Gesellschaft für musik. Aufführungs- und mechan. Vervielfältigungsrechte,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Technical Product Owner - Data Streaming Platform Databricks (m/w/d),SCHUFA Holding AG,17-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data analyst
Duales Studium Betriebswirtschaftslehre / Bank B.A. mit Fokus Vertrieb (m/w/d),Interhyp Gruppe,20-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Investmentbank - Off-Cycle Intern / Summer Analyst (m/f/d),Decus Advisory GmbH,19-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data analyst
1st-Level IT-Supporter /-in im Büro (m/w/d) job at bit4finance GmbH in Berlin,bit4Finance Gesellschaft für IT-Dienstleistungen mbH,18-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Web Designer Front-end (Webflow / Wordpress),BrandLift Holding GmbH,21-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Technical API & Quality Consultant (m/w/d),Creditsafe Deutschland GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Business Analyst (m/w/d) Firmenkundenfinanzierung,BMS Corporate Solutions GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Data Manager - Credit Risk (m/f/d),Lloyds Bank – Bank of Scotland,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
IT-Tool Entwickler und Datenbankexperte (m/w/d),BIOTRONIK SE & Co. KG,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Business Analyst Automatisierung – RPA / KI / SAP – Wohnungswirtschaft (w/m/d),STADT UND LAND Wohnbauten-Gesellschaft mbH,08-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
CRM Spezialist (m/w/d) Datenanalyse & Datenqualität,WWF Deutschland,16-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Business / Data Analyst*in (w/m/div),Sparda-Bank Berlin eG,08-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Business Solution Analyst IT (m/w/d) / Projektmanagement,A. Menarini Research & Business Service GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Senior Python- & SQL-Entwickler (m/w/d),S-Communication Services GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Business Analyst (m/w/d) Data Analytics Vertriebsplanung | Banking,Sparkassen Rating und Risikosysteme GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Business / Data Analyst (m/w/d),GEMA - Gesellschaft für musik. Aufführungs- und mechan. Vervielfältigungsrechte,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Data Engineer SAP BW (m/w/d),Gewobag Wohnungsbau-Aktiengesellschaft Berlin,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Business Intelligence Solutions Engineer (m/f/d),Lloyds Bank – Bank of Scotland,20-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Senior Data Analyst/ Senior Data Scientist,MEDIAN Unternehmensgruppe B.V. & Co. KG,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
(Junior) Cloud-Native Developer (f/m/d) SAP BTP Foundation Unified Services & Commercialization Team,SAP SE,15-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data analyst
Business Analyst (m/f/d),Lloyds Bank – Bank of Scotland,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
"Deutsche Bank Internship (f/m/x) in Technology, Data & Innovation 2025 - Berlin",Deutsche Bank AG,21-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,19-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data analyst
Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Scientist & AI Engineer (w|m|d),BridgingIT GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Data Scientist (m/w/d),Senacor Technologies AG,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Abschlussarbeit im Bereich Datenstrategie und Künstliche Intelligenz,Senacor Technologies AG,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Junior Machine Learning Consultant (m/w/d),Reply,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Machine Learning Engineer (m/w/d),Senacor Technologies AG,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
IT Projektleiter / Projektmanager (mwd) Software Development,HMS Analytical Software GmbH,19-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Head of Business Intelligence (m/w/d),enthus,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Software Developer (m/w/d),DILAX Intelcom GmbH,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Client Success Manager (Kundendienstberater/in),companion Strategieberatung GmbH,18-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Junior Data Analyst (w/m/d) (Data-Analyst/in),companion Strategieberatung GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Consultant Künstliche Intelligenz / Artificial Intelligence Energy (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
IT Consultant Energy & Utilities (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Driven Business Consultant - Automotive (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Engineer* / Machine Learning Engineer*,inovex GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Consultant Data Engineering / Data Architect (m/w/d),CANCOM SE,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
IT Consultant Energy (m/w/d),Sopra Steria,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
(Senior) Data Engineer (m/w/d),YOUMMDAY GmbH,20-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Full-time,,On-site,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Full-time,,On-site,de,,IT Services and IT Consulting,stepstone,data scientist
Data Architect AI/ML (m/w/d) | Jobs bei Pexon Consulting GmbH,Pexon Consulting GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
(Senior) Data Engineer (m/w/d) | Jobs bei Pexon Consulting GmbH,Pexon Consulting GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
(Senior) Consultant Data Strategy & Governance (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Senior Consultant – Projektleitung (m/w/d) Real World Insights – Pharma- & Healthcare-Industrie,IQVIA Commercial GmbH & Co. OHG,22-01-2025,,,Full-time,,On-site,de,,Business Consulting and Services,stepstone,data scientist
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Consultant Künstliche Intelligenz / Artificial Intelligence Energy (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
IT Consultant Energy & Utilities (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Data Driven Business Consultant - Automotive (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Business Intelligence Expert:in,PD - Berater der öffentlichen Hand GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
IT Consultant Energy (m/w/d),Sopra Steria,01-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Senior Consultant Data Management (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
(Senior) Consultant Data & Analytics / People Advisory Services (w/m/d),EY Deutschland,16-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
"Consultant im Bereich Energy, Transformation & Sustainability (m/w/x)",Christ&Company Consulting GmbH,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
AI Solutions Architect Banking (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
AI Architect Public Sector (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Senior Consultant Microsoft Modern Work and Business Apps (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Senior Consultant Artificial Intelligence (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Junior Consultant Data & Analytics (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Senior Consultant Cloud AWS (m/w/d),Sopra Steria,20-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Consultant Business Intelligence (w/d/m),4C GROUP AG,08-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
