job_title,company_name,post_date,number_of_employees,num_applicants,job_type,job_level,job_remote,language,salary,sector,source,search_term
Senior Cyber Defense Detection Engineer (m/w/d) | (KDSCDC),Atruvia AG,21-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Business Analyst in IT-Projekten (w|m|d),BridgingIT GmbH,18-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Scientist & AI Engineer (w|m|d),BridgingIT GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Migration Developer SAP (w/m/d),NTT DATA Business Solutions AG,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
AMS Berater:in SAP HCM - PA/PT/PY/OM/ESS-MSS (w/m/d),NTT DATA Business Solutions AG,18-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Werkstudent:in Customer Success Management,NTT DATA Business Solutions AG,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP Frontend Entwickler:in - Schwerpunkt Cloud Applications,NTT DATA Business Solutions AG,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP Berater:in HXM - SAP HCM / SAP SuccessFactors,NTT DATA Business Solutions AG,01-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Internal Auditor (w/m/d),NTT DATA Business Solutions AG,01-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP Transformation Developer (w/m/d),NTT DATA Business Solutions AG,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP (Teil-)Projektleiter:in Development,NTT DATA Business Solutions AG,19-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Service Agent,ecratum GmbH,21-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data analyst
(Senior) AMS SAP Berater:in Business Intelligence (SAP BI) (w/m/d),NTT DATA Business Solutions AG,18-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
(Senior) Berater:in Enterprise Integration (w/m/d),NTT DATA Business Solutions AG,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Technical Lead / Software Architect (mwd),HMS Analytical Software GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Intern Quantitative Investment Analyst (d/m/w),LIQID Investments GmbH,15-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data analyst
(Senior) SAP Basis Administrator:in,NTT DATA Business Solutions AG,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
"Werkstudent*in Data, Analytics & AI Public Sector",Unternehmensberatung Infora Gmbh,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
System Engineer Continuous Integration and Deployment (m/w/d) | (PLSCNS),Atruvia AG,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Senior Software Engineer DevOps (mwd),HMS Analytical Software GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Mitarbeiter Buchhaltung (m/w/d) - Reisekostenabrechnung/Reisemanagement,Hasso-Plattner-Institut für Digital Engineering gGmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
(Senior) Produktmanager digitale Produkte - Schwerpunkt Immobilien (m/w/d),S-Communication Services GmbH,21-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Service Manager Auslagerungsmanagement (m/w/d) | KDSPEK,Atruvia AG,20-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Customer Success Manager (m/w/d),Talentwunder GmbH,16-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Senior Python- & SQL-Entwickler (m/w/d),S-Communication Services GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Versionsmanager Java (m/w/d) | (GFSTSU),Atruvia AG,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Product Owner Cyber Security Services (m/w/d) | (DSISES),Atruvia AG,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Working Student Sales Prospecting,Circula GmbH,21-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Full-Stack Developer Vue / Rails (m/w/d),horizoom GmbH,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Werkstudent * Marketing & Kommunikation,Mineral Waste Manager GmbH,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
(Junior) Marktforschung & Insights Analyst (m/w/d),S-Communication Services GmbH,22-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP Berater:in Electronic Data Interchange (EDI),NTT DATA Business Solutions AG,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Softwaretester/ IT-Testmanager (m/w/d),Avision GmbH,18-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Migration Lead SAP (w/m/d),NTT DATA Business Solutions AG,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP Entwickler:in / SAP Fullstack Developer (w/m/d),NTT DATA Business Solutions AG,19-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP Entwickler:in / Developer (ABAP Entwicklung) (w/m/d),NTT DATA Business Solutions AG,19-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP Berater:in Business Intelligence (BI) (w/m/d),NTT DATA Business Solutions AG,18-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
AMS SAP Berater:in EWM (Extended Warehouse Management) (w/m/d),NTT DATA Business Solutions AG,18-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP Enterprise Architect (w/m/d),NTT DATA Business Solutions AG,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
SAP Entwickler:in / Developer (ABAP Entwicklung) in Teilzeit,NTT DATA Business Solutions AG,16-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Werkstudent Data Engineer / Analyst (m/w/d),Sopra Steria,16-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant (w/m/d) BI & Analytics (all levels),Horváth,18-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Werkstudent Data Quality (Inhouse) (m/w/d),Deloitte,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
IT-Consultant (w/m/d) Public Sector,PD - Berater der öffentlichen Hand GmbH,22-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
IT Consultant Digital Transformation / Strategy (w|m|d),zeb,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant (w/m/d) Information Security (all levels),Horváth,18-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant (w/m/d) Corporate Treasury,Horváth,18-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant IT-Compliance (w/m/d),PwC,19-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
(Senior) Consultant im Bereich Nachhaltigkeitsmanagement - B.A.U.M. Consult GmbH (baumgroup.de),B.A.U.M. Consult GmbH,22-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant MINT - Tax (m/w/d),Deloitte,01-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant Business Intelligence (w/d/m),4C GROUP AG,08-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant Microsoft Modern Work and Business Apps (all genders),PRODYNA SE,17-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant AI & Analytics Transaction Services (w/m/d),PwC,21-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant (w/m/d) Consolidation & Group Reporting (all levels),Horváth,18-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Consultant IT Strategy & Digital Transformation (w/d/m),4C GROUP AG,08-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
IT Consultant Energy & Utilities (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
(Junior) IT Consultant IoT & KI (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
(Senior) Consultant Cyber Resilienz IT-Beratung / Prüfung - Assurance (Financial Services) (w/m/d),EY Deutschland,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Business IT Consultant / Technical Consultant (m/w/d),Senacor Technologies AG,08-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data analyst
Business Intelligence Expert:in,PD - Berater der öffentlichen Hand GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
IT-Business Analyst Lending & Trade – Wholesale Banking (w/m/d),ING Deutschland,21-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data analyst
(Senior) Consultant Data & Analytics / People Advisory Services (w/m/d),EY Deutschland,16-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant (w/m/d) Risk & Compliance Excellence,Horváth,18-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
AI Solutions Architect Banking (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
Senior Consultant IT Strategy & Digital Transformation,Senacor Technologies AG,08-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data analyst
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Part-time,,On-site,de,,Retail,stepstone,data analyst
(Senior) Data Engineer (m/w/d),YOUMMDAY GmbH,20-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
(Senior) Cloud Data Engineer (m/w/d),flaschenpost SE,16-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Data Engineer (f/m/x),Tourlane GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Part-time,,On-site,de,,Retail,stepstone,data analyst
Senior Cloud Data Engineer (m/w/d),Hays – Interne Karriere bei Uns,19-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Data Engineer | Trackingdata | Business Intelligence (w/m/d),Otto (GmbH & Co KG),15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Data Engineer SAP BW (m/w/d),Gewobag Wohnungsbau-Aktiengesellschaft Berlin,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
(Senior) Data Engineer / Data Warehouse Entwickler (m/w/d),flaschenpost SE,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
"(Senior) Data Engineer (AWS, Snowflake, DBT, Python) (m/w/d)",Baader Bank AG,08-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Software Engineer - Microsoft / Infrastrukturlösung / IT Beratung (m/w/d),GFAD Gruppe,15-01-2025,,,Part-time,,On-site,de,,Retail,stepstone,data analyst
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
(Senior) Data Engineer (m/w/d),BRUNO BADER GmbH + Co. KG,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Data Engineer (m/w/d),emetriq GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,19-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data analyst
Technical Product Owner - Data Streaming Platform Databricks (m/w/d),SCHUFA Holding AG,17-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data analyst
Senior Product Manager Data & Analytics (m/w/d),YOUMMDAY GmbH,16-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Technical Product Owner (m/w/d),Secunet Security Networks AG,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
IT Product Owner – Core Finance (m/f/d),Hilti Entwicklungsgesellschaft mbH,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
(Senior) Product Owner Atlassian Tools - STACKIT (m/w/d),meinestadt.de,18-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data analyst
Product Owner (m/w/d) für ATS/CRM-System,HAPEKO Deutschland GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Product Owner – Softwareentwicklung im Bereich Nachhaltigkeit (m/w/d),REMONDIS Digital Services GmbH,18-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Product Data Science Managers,Shopify,21-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data analyst
Product Owner B2B Portal (f/m/d),Kühne + Nagel (AG & Co.) KG,21-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data analyst
Product Owner (m/w/d) Webportal & Digital Sales (B2B),Vattenfall,08-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data analyst
(Senior) Manager Business Intelligence & Data Management (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,22-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
(Senior) Product Manager / Product Owner (m/f/d),Verivox GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Product Owner – Online Platforms (m/w/d),Ströer Connections GmbH,17-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Senior) Data Analyst - Commerce Content / Affiliate Marketing (f/m/d),Bauer Media Group,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Technischer Product Owner (m/w/d) Webshop & Online-Dienste,DIN Solutions GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Business/IT Analyst (m/w/d),IABG Industrieanlagen - Betriebsgesellschaft mbH,01-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Product Lead Application Security (m/f/d),Kühne + Nagel (AG & Co.) KG,15-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data analyst
Business Analyst (m/d/w) im Field Force Management,Sales Port GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Product Owner Mobile Solutions,BEW Berliner Energie und Wärme GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Data Engineering Managers,Shopify,21-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data analyst
Senior Business Analyst (m/f/d),Lloyds Bank – Bank of Scotland,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
Business Analyst Prozesse (m/w/d) Erneuerbare Energien,Mercuri Urval GmbH,01-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data analyst
Business Intelligence Expert:in,PD - Berater der öffentlichen Hand GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data analyst
"ERP Business Analyst, Microsoft Business Central (m/f/d) Digital Development",MED-EL Medical Electronics,25-12-2024,,,Part-time,,On-site,de,,Finance,stepstone,data analyst
Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Scientist & AI Engineer (w|m|d),BridgingIT GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Legal & Data Privacy Junior Specialist (m/w/d) - 25h / Woche,FUNKE Works GmbH,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Engineer* / Machine Learning Engineer*,inovex GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data scientist
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Data Analyst/ Senior Data Scientist,MEDIAN Unternehmensgruppe B.V. & Co. KG,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Engineer (m/w/d),emetriq GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Data Engineer (f/m/x),Tourlane GmbH,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Engineer SAP BW (m/w/d),Gewobag Wohnungsbau-Aktiengesellschaft Berlin,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,19-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Engineers,Shopify,21-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data scientist
Applied Machine Learning Engineers,Shopify,21-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data scientist
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Machine Learning Engineer (m/w/d),LAIQON AG,22-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Data Scientist Financial Decision Management (m/w/d),meinestadt.de,18-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data scientist
Senior Machine Learning Engineer (m/w/d),Senacor Technologies AG,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data scientist
Machine Learning Platform Engineers,Shopify,22-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data scientist
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Part-time,,On-site,de,,Retail,stepstone,data scientist
(Senior) Data Engineer (m/w/d),YOUMMDAY GmbH,20-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
(Senior) Cloud Data Engineer (m/w/d),flaschenpost SE,16-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Engineer (f/m/x),Tourlane GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Part-time,,On-site,de,,Retail,stepstone,data scientist
Senior Cloud Data Engineer (m/w/d),Hays – Interne Karriere bei Uns,19-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Engineer | Trackingdata | Business Intelligence (w/m/d),Otto (GmbH & Co KG),15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Engineer SAP BW (m/w/d),Gewobag Wohnungsbau-Aktiengesellschaft Berlin,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
(Senior) Data Engineer / Data Warehouse Entwickler (m/w/d),flaschenpost SE,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
"(Senior) Data Engineer (AWS, Snowflake, DBT, Python) (m/w/d)",Baader Bank AG,08-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Software Engineer - Microsoft / Infrastrukturlösung / IT Beratung (m/w/d),GFAD Gruppe,15-01-2025,,,Part-time,,On-site,de,,Retail,stepstone,data scientist
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
(Senior) Data Engineer (m/w/d),BRUNO BADER GmbH + Co. KG,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Engineer (m/w/d),emetriq GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,19-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Engineer* / Machine Learning Engineer*,inovex GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Werkstudent Data Engineer / Analyst (m/w/d),Sopra Steria,16-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Data Scientist & AI Engineer (w|m|d),BridgingIT GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Engineer* Linux,inovex GmbH,18-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Legal & Data Privacy Junior Specialist (m/w/d) - 25h / Woche,FUNKE Works GmbH,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Software Developer* Cloud-Technologien,inovex GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Engineer - BundesMessenger (m/w/d),BWI GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
System Engineer Continuous Integration and Deployment (m/w/d) | (PLSCNS),Atruvia AG,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
"DevOps Engineer - You build it, you run it! (m/w/d)",mgm technology partners GmbH,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Software Engineer DevOps (mwd),HMS Analytical Software GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Cyber Defense Detection Engineer (m/w/d) | (KDSCDC),Atruvia AG,21-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps-Engineering (m/w/d),Kopfarbyte UG (haftungsbeschränkt),19-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
